"id","grade","semester","topicId","unitTitle","type","difficulty","verdict","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-junior-ds-v2-s2-050","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Exam","pass","none","","","<","<","-√11≈-3.3166，-3.3=-3.3，-3.3166 < -3.3，所以填“<”。答案正确，解析正确。","无需修改；保留进入人工抽样复核。","high","比较大小：-√11 ______ -3.3（填“>”“<”或“=”）。"
"hjb-junior-ds-v2-s2-051","S2","upper","hjb-junior-s2-upper-real-numbers","实数","short-answer","Foundation","pass","none","","","49","49","两个平方根互为相反数，2a-3+5-a=0 => a=-2，平方根为-7和7，正数为49。答案正确，解析正确。","无需修改；保留进入人工抽样复核。","high","已知一个正数的两个平方根分别是 2a-3 与 5-a，求这个正数。"
"hjb-junior-ds-v2-s2-052","S2","upper","hjb-junior-s2-upper-real-numbers","实数","multiple-choice","Challenge","pass","none","","","A. 无理数都是无限小数","A. 无理数都是无限小数","A正确，无理数是无限不循环小数，所以是无限小数。B错误，无限循环小数是有理数。C错误，√4=2有理数。D错误，π不是开方得到的。答案和解析一致。","无需修改；保留进入人工抽样复核。","high","下列说法正确的是（　）\nA. 无理数都是无限小数\nB. 无限小数都是无理数\nC. 带根号的数都是无理数\nD. 无理数都是开方开不尽的数"
"hjb-junior-ds-v2-s2-053","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Core","pass","none","","","右","右","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","在数轴上，点A表示√5，点B表示2.2，则点A在点B的______侧（填“左”或“右”）。"
"hjb-junior-ds-v2-s2-054","S2","upper","hjb-junior-s2-upper-real-numbers","实数","short-answer","Exam","pass","none","","","3∛3 cm","3∛3 cm","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","已知一个正方体的体积是 81 cm³，求它的棱长（结果保留根号）。"
"hjb-junior-ds-v2-s2-055","S2","upper","hjb-junior-s2-upper-real-numbers","实数","multiple-choice","Foundation","pass","none","","","2.8","2.8","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","下列各数中，在√5和√15之间的数是（ ）"
"hjb-junior-ds-v2-s2-056","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Challenge","pass","none","","","有理数集合：b, d, e, f；无理数集合：a, c","有理数集合：b, d, e, f；无理数集合：a, c","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","已知 a = √(8)，b = ³√(27)，c = π，d = 22/7，e = √(25)，f = ³√(-8)。请将以上各数分别填入有理数集合和无理数集合中。"
"hjb-junior-ds-v2-s2-057","S2","upper","hjb-junior-s2-upper-real-numbers","实数","short-answer","Core","pass","none","","","√5 < √8 < √12","√5 < √8 < √12","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","在数轴上，点A表示√5，点B表示√8，点C表示√12。请将这三个点表示的数按从小到大的顺序排列，并说明你的比较方法。"
"hjb-junior-ds-v2-s2-058","S2","upper","hjb-junior-s2-upper-real-numbers","实数","multiple-choice","Exam","pass","none","","","点C在点D的左侧","点C在点D的左侧","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","在数轴上，点A表示√2，点B表示√5，点C表示√8，点D表示√10。下列说法正确的是（　）"
"hjb-junior-ds-v2-s2-059","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Foundation","pass","none","","","√5 < √6 < √7","√5 < √6 < √7","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","在数轴上，点A表示√5，点B表示√7，点C表示√6。请将点A、B、C所表示的数按从小到大的顺序排列，并用“<”连接。"
"hjb-junior-ds-v2-s2-060","S2","upper","hjb-junior-s2-upper-real-numbers","实数","short-answer","Challenge","pass","none","","","b < a < c","b < a < c","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","在数轴上，点A表示数a，点B表示数b，点C表示数c。已知a是面积为7的正方形的边长，b是体积为9的立方体的棱长，c是面积为11的正方形的边长。请将a、b、c按从小到大的顺序排列，并用“<”连接。"
"hjb-junior-ds-v2-s2-061","S2","upper","hjb-junior-s2-upper-real-numbers","实数","multiple-choice","Core","pass","none","","","2个","2个","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","给出四个数：√(16)，√(7)，∛(-27)，0.1010010001…（每两个1之间依次多一个0）。其中无理数的个数是（ ）"
"hjb-junior-ds-v2-s2-062","S2","upper","hjb-junior-s2-upper-real-numbers","实数","fill-in","Exam","pass","none","","","12 和 13","12 和 13","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知一个正方体的体积是 2025 cm³，它的棱长是一个无理数。若将这个棱长表示在数轴上，它位于两个连续整数之间，则这两个整数分别是多少？"
"hjb-junior-ds-v2-s2-063","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","short-answer","Foundation","pass","none","","","x≥3","x≥3","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","当x取何值时，二次根式√(2x-6)有意义？请写出x的取值范围。"
"hjb-junior-ds-v2-s2-064","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","multiple-choice","Challenge","pass","none","","","-2ab√(3a)","\(-2ab\sqrt{3a}\)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知二次根式 \(\sqrt{12a^3b^2}\)，其中 \(a>0\)，\(b<0\)。将其化为最简二次根式，正确的是（ ）"
"hjb-junior-ds-v2-s2-065","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","fill-in","Core","pass","none","","","x≥2","x≥2","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","当x取何值时，二次根式√(3x-6)有意义？"
"hjb-junior-ds-v2-s2-066","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","short-answer","Exam","pass","none","","","a=6","a=6","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","已知最简二次根式√(3a+1)与√(2a+7)是同类二次根式，求a的值。"
"hjb-junior-ds-v2-s2-067","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","multiple-choice","Foundation","pass","none","","","√(x²+y²)（其中x>0，y>0）","√(x²+y²)（其中x>0，y>0）","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","下列二次根式中，属于最简二次根式的是（ ）"
"hjb-junior-ds-v2-s2-068","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","fill-in","Challenge","needs-review","P1","wrong-answer | explanation-mismatch","解析中由2(x-2)=x+1解得x=5，但代入原式：√(2*5-4)=√6，√(5+1)=√6，化简后均为√6，可合并。但解析中写“√(2x-4)=√[2(x-2)]，√(x+1)已最简，故2(x-2)=x+1”逻辑不严谨：合并同类二次根式要求化简后被开方数相同，但√(2(x-2))与√(x+1)被开方数分别为2(x-2)和x+1，直接令其相等解得x=5，但需验证此时两者均为最简二次根式且被开方数相同。实际上，当x=5时，√(2x-4)=√6，√(x+1)=√6，确实可合并。但解析中未说明为何能直接令2(x-2)=x+1，且未验证化简后是否为最简二次根式。更严重的是，若考虑二次根式可合并的条件是化简后被开方数相同，但√(2x-4)化简为√[2(x-2)]，若2(x-2)不是完全平方数，则已最简；√(x+1)已最简。令2(x-2)=x+1得x=5，此时被开方数均为6，正确。但若x有其他值使得化简后被开方数相同呢？例如，若2(x-2)和x+1有公因数，但需相等。实际上，方程2(x-2)=x+1是唯一可能。但解析中未考虑定义域：x≥2，x=5满足。然而，标准答案x=5正确，但解析过程有瑕疵：直接令2(x-2)=x+1缺乏依据，应说明因为两者都是最简二次根式，所以被开方数相等。但√(2x-4)不一定是最简，需先化简。实际上，√(2x-4)=√[2(x-2)]，若x-2含有因数2，则可进一步化简。例如，若x=4，则√(2*4-4)=√4=2，不是二次根式；若x=6，则√(2*6-4)=√8=2√2，√(6+1)=√7，不能合并。所以直接令2(x-2)=x+1的前提是两者都已是最简二次根式，但解析未说明。更严谨的做法：设化简后√(2x-4)=k√m，√(x+1)=l√m，但这样复杂。通常解法：由同类二次根式定义，得2x-4与x+1化简后被开方数相同，但需先化简。实际上，2x-4=2(x-2)，x+1已最简，所以2(x-2)与x+1应相等，否则需考虑倍数关系？同类二次根式要求被开方数相同，不是倍数关系。所以直接相等是合理的，但需说明因为两者都是最简二次根式（需验证）。当x=5时，2x-4=6，x+1=6，都是最简二次根式，正确。但解析中未验证最简性，且直接写“故2(x-2)=x+1”可能让学生误解。因此，解析存在逻辑漏洞，但答案正确。标记为needs-review，建议完善解析。","x=5","x=5","标准答案正确，但解析过程不严谨，需补充说明。","修改解析，明确说明：因为√(2x-4)与√(x+1)可合并为最简二次根式，所以它们化简后被开方数相同。√(2x-4)=√[2(x-2)]，√(x+1)已最简，故2(x-2)=x+1，解得x=5，经检验满足定义域且均为最简二次根式。","medium","已知二次根式 √(2x-4) 与 √(x+1) 可以合并为最简二次根式，求 x 的值。"
"hjb-junior-ds-v2-s2-069","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","short-answer","Core","pass","none","","","1","1","标准答案为1，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","计算：(√32 - √18) ÷ √2。"
"hjb-junior-ds-v2-s2-070","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","multiple-choice","Exam","pass","none","","","1","1","标准答案为1，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","已知最简二次根式 \(\sqrt{2a+3}\) 与 \(\sqrt{5}\) 是同类二次根式，则正整数 \(a\) 的值为（ ）"
"hjb-junior-ds-v2-s2-071","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","fill-in","Foundation","pass","none","","","x≥2","x≥2","标准答案为x≥2，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","当x=______时，二次根式√(3x-6)有意义。"
"hjb-junior-ds-v2-s2-072","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","short-answer","Challenge","pass","none","","","2√5","2√5","标准答案为2√5，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","已知a=√5+2，b=√5-2，求a²b+ab²的值。"
"hjb-junior-ds-v2-s2-073","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","multiple-choice","Core","pass","none","","","√45","√45","标准答案为√45，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","下列二次根式中，与√20是同类二次根式的是（ ）"
"hjb-junior-ds-v2-s2-074","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","fill-in","Exam","pass","none","","","1","1","标准答案为1，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","计算：(√48-√27)÷√3=______。"
"hjb-junior-ds-v2-s2-075","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","short-answer","Foundation","pass","none","","","a√b","a√b","标准答案为a√b，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","化简：√(a²b)（其中a>0，b>0）。"
"hjb-junior-ds-v2-s2-076","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","multiple-choice","Challenge","needs-review","P1","multiple-correct-options","选项C和D均表示-3≤a≤5，存在两个正确选项。","-3 ≤ a ≤ 5","-3 ≤ a ≤ 5","标准答案为-3 ≤ a ≤ 5，但选项C和D均正确。","修改选项D，使其与C区分，或删除其中一个选项。","high","已知实数 a 满足 √(a+3) + √(5-a) 有意义，则 a 的取值范围是（ ）"
"hjb-junior-ds-v2-s2-077","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","fill-in","Core","pass","none","","","3√3","3√3","标准答案 3√3 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","化简 √(48) - √(27) + √(12) 的结果为______。"
"hjb-junior-ds-v2-s2-078","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","short-answer","Exam","pass","none","","","2√5","2√5","标准答案 2√5 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","已知 x=√5+2，y=√5-2，求 x²y + xy² 的值。"
"hjb-junior-ds-v2-s2-079","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","multiple-choice","Foundation","pass","none","","","√12","√12","标准答案 √12 与独立计算结果一致，且其他选项均不是同类二次根式。","无需修改；保留进入人工抽样复核。","high","下列二次根式中，与√48是同类二次根式的是（ ）"
"hjb-junior-ds-v2-s2-080","S2","upper","hjb-junior-s2-upper-quadratic-radicals","二次根式","fill-in","Challenge","pass","none","","","5","5","标准答案 5 与独立计算结果一致，且检验符合最简二次根式条件。","无需修改；保留进入人工抽样复核。","high","若最简二次根式 √(2m+1) 与 √(3m-4) 是同类二次根式，则 m 的值为______。"
