"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-rag2-p3-lower-sa-005","P3","lower","short-answer","Challenge","解决问题","solver-gap","manual-required","42根","42根 | 42","","","","not-run","solver:no deterministic solver matched this free-form item","学校买了5个篮球，每个篮球68元。如果用这些钱买单价为8元的跳绳，能买多少根？"
"pep-primary-rag2-p3-lower-sa-006","P3","lower","short-answer","Challenge","周长与面积辨析","solver-gap","manual-required","拼法一：长边相接，周长40厘米；拼法二：宽边相接，周长32厘米。","拼法一：长边相接，周长40厘米；拼法二：宽边相接，周长32厘米。 | 40厘米和32厘米","","","","not-run","solver:no deterministic solver matched this free-form item","用两个长8厘米、宽4厘米的长方形拼成一个大长方形。拼成的大长方形的周长是多少厘米？请写出两种拼法并计算。"
"pep-primary-rag2-p3-lower-sa-007","P3","lower","short-answer","Challenge","位置与方向（一）","solver-gap","manual-required","东北方向25米","东北方向25米","","","","not-run","solver:no deterministic solver matched this free-form item","小华站在公园的中央广场，面向北方。他先向前走15米，然后右转走20米，再左转走10米。这时他在中央广场的什么方向？距离中央广场多少米？（请用方向和距离回答，如“东北方向25米”）"
"pep-primary-rag2-p3-lower-sa-008","P3","lower","short-answer","Challenge","复式统计表","solver-gap","manual-required","二班多，多3人","二班多，多3人 | 二班多3人","","","","not-run","solver:no deterministic solver matched this free-form item","下面是三年级两个班学生喜欢的水果人数统计表：\n一班：苹果12人，香蕉8人，橘子10人\n二班：苹果15人，香蕉6人，橘子9人\n哪个班喜欢苹果的人数多？多几人？"
"pep-primary-rag2-p3-lower-sa-009","P3","lower","short-answer","Challenge","笔算乘法","solver-gap","manual-required","54个班","54个班 | 54","","","","not-run","solver:no deterministic solver matched this free-form item","一箱矿泉水有24瓶，学校买了18箱。如果每班分8瓶，可以分给多少个班？"
"pep-primary-rag2-p3-lower-sa-010","P3","lower","short-answer","Challenge","期末综合","solver-gap","manual-required","64平方厘米","64平方厘米 | 64","60","rectangle-area","area","fail","solver:rectangle-area || explanation:computed result not found or contradiction pattern present","小明用一根铁丝围成一个长10厘米、宽6厘米的长方形，如果用这根铁丝改围成一个正方形，正方形的面积是多少平方厘米？"
"pep-primary-rag2-p3-lower-sa-011","P3","lower","short-answer","Challenge","周长与面积辨析","solver-gap","manual-required","面积 40 平方厘米，周长 26 厘米","面积 40 平方厘米，周长 26 厘米 | 40 平方厘米，26 厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形长 8 厘米、宽 5 厘米。它的面积是多少平方厘米？它的周长是多少厘米？"
"pep-primary-rag2-p3-lower-sa-012","P3","lower","short-answer","Challenge","除数是一位数的除法","solver-gap","manual-required","从学校向南走 150 米到超市，再向西走 200 米到家","从学校向南走 150 米到超市，再向西走 200 米到家 | 向南 150 米，再向西 200 米","","","","not-run","solver:no deterministic solver matched this free-form item","小明从家出发，先向东走 200 米到超市，再向北走 150 米到学校。放学后，他按原路返回，应该怎样走？"
"pep-primary-rag2-p3-lower-sa-013","P3","lower","short-answer","Challenge","复式统计表","solver-gap","manual-required","三（1）班喜欢跳绳的人数多；两个班喜欢跑步的共有 19 人","三（1）班喜欢跳绳的人数多；两个班喜欢跑步的共有 19 人 | 三（1）班多；19 人","","","","not-run","solver:no deterministic solver matched this free-form item","下面是三（1）班和三（2）班学生喜欢的运动项目统计表（单位：人）：\n项目：跳绳、跑步、踢毽子\n三（1）班：12、8、10\n三（2）班：9、11、7\n哪个班喜欢跳绳的人数多？两个班喜欢跑步的共有多少人？"
"pep-primary-rag2-p3-lower-sa-014","P3","lower","short-answer","Core","笔算乘法","pass","none","23 × 14 = 322。竖式：先算23×4=92（表示4个23），再算23×10=230（表示10个23），最后相加得322。","23 × 14 = 322。竖式：先算23×4=92（表示4个23），再算23×10=230（表示10个23），最后相加得322。 | 322 | 23×14=322 | 23×14=322。竖式：先算23×4=92（表示4个23），再算23×10=230（表示10个23），最后相加得322。","322","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","用竖式计算 23 × 14，写出计算过程并注明每一步的含义。"
"pep-primary-rag2-p3-lower-sa-015","P3","lower","short-answer","Foundation","期中综合","solver-gap","manual-required","科技书135本，故事书405本。","科技书135本，故事书405本。 | 科技书135本，故事书405本","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆有故事书和科技书共540本。故事书的本数是科技书的3倍。故事书和科技书各有多少本？"
"pep-primary-rag2-p3-lower-sa-016","P3","lower","short-answer","Core","周长与面积辨析","solver-gap","manual-required","面积36平方厘米，周长24厘米。","面积36平方厘米，周长24厘米。 | 面积36平方厘米，周长24厘米","","","","not-run","solver:no deterministic solver matched this free-form item","用两个长6厘米、宽3厘米的长方形拼成一个正方形。这个正方形的面积是多少平方厘米？周长是多少厘米？"
"pep-primary-rag2-p3-lower-sa-017","P3","lower","short-answer","Foundation","位置与方向（一）","solver-gap","manual-required","东北方向，25米","东北方向，25米 | 东北，25米 | 东北方向25米 | 东北25米","","","","not-run","solver:no deterministic solver matched this free-form item","小明站在操场中心，面向北。他先向右转，向前走20米，再向左转，向前走15米。这时他在操场的什么方向？距离中心多少米？"
"pep-primary-rag2-p3-lower-sa-018","P3","lower","short-answer","Core","复式统计表","solver-gap","manual-required","多1人","多1人 | 1人 | 1","","","","not-run","solver:no deterministic solver matched this free-form item","下表是三年级两个班学生喜欢的运动项目统计。\n\n| 项目   | 三(1)班 | 三(2)班 |\n|--------|---------|---------|\n| 跳绳   | 15      | 12      |\n| 踢毽子 | 10      | 18      |\n| 跑步   | 8       | 6       |\n\n两个班喜欢跳绳的总人数比喜欢踢毽子的总人数多几人？"
"pep-primary-rag2-p3-lower-sa-019","P3","lower","short-answer","Foundation","笔算乘法","pass","none","322","322","322","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","用竖式计算23×14，并写出计算过程。"
"pep-primary-rag2-p3-lower-sa-020","P3","lower","short-answer","Core","提优拓展","solver-gap","manual-required","24个","24个 | 24","","","","not-run","solver:no deterministic solver matched this free-form item","把一张长18厘米、宽12厘米的长方形纸剪成边长3厘米的正方形，最多能剪多少个？请写出你的思考过程。"
"pep-primary-rag2-p3-lower-sa-021","P3","lower","short-answer","Foundation","周长与面积辨析","solver-gap","manual-required","篱笆长26米，占地40平方米。","篱笆长26米，占地40平方米。 | 26米，40平方米 | 周长26米，面积40平方米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形花坛长8米，宽5米。在这个花坛的四周围上篱笆，篱笆长多少米？这个花坛占地多少平方米？"
"pep-primary-rag2-p3-lower-sa-022","P3","lower","short-answer","Core","除数是一位数的除法","pass","none","64","64 | 64本","64","exact-division-story","division","pass","solver:exact-division-story","把256本书平均分给4个班，每个班分到多少本？"
"pep-primary-rag2-p3-lower-sa-023","P3","lower","short-answer","Foundation","复式统计表","solver-gap","manual-required","15","15 | 15人","","","","not-run","solver:no deterministic solver matched this free-form item","下面是三（1）班同学最喜欢的运动项目统计表：\n男生：足球12人，篮球8人，乒乓球5人；\n女生：足球3人，篮球6人，乒乓球10人。\n全班喜欢乒乓球的一共有多少人？"
"pep-primary-rag2-p3-lower-sa-024","P3","lower","short-answer","Core","笔算乘法","solver-gap","manual-required","1200","1200 | 1200本","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆有12个书架，每个书架有4层，每层放25本书。图书馆一共有多少本书？"
"pep-primary-rag2-p3-lower-sa-025","P3","lower","short-answer","Foundation","解决问题","solver-gap","manual-required","9","9 | 9支","48","equal-groups-multiplication","multiplication","fail","solver:equal-groups-multiplication || explanation:computed result not found or contradiction pattern present","李老师买了3盒水彩笔，每盒12支。平均分给4个小组，每个小组分到多少支？"
"pep-primary-rag2-p3-upper-fi-001","P3","upper","fill-in","Foundation","多位数乘一位数","solver-gap","manual-required","15.5","15.5 | 15.5倍","","","","not-run","solver:no deterministic solver matched this free-form item","一个书包的价钱是124元，一个文具盒的价钱是8元。书包的价钱是文具盒的（ ）倍。"
"pep-primary-rag2-p3-upper-fi-002","P3","upper","fill-in","Foundation","期中综合","solver-gap","manual-required","秒","秒","","","","not-run","solver:no deterministic solver matched this free-form item","在括号里填上合适的单位：小明跑50米用了9（ ）。"
"pep-primary-rag2-p3-upper-fi-003","P3","upper","fill-in","Foundation","周长","pass","none","28","28 | 28厘米","28","square-perimeter","perimeter","pass","solver:square-perimeter","一个正方形的边长是7厘米，它的周长是（ ）厘米。"
"pep-primary-rag2-p3-upper-fi-004","P3","upper","fill-in","Foundation","测量","solver-gap","manual-required","7时50分","7时50分 | 7:50","","","","not-run","solver:no deterministic solver matched this free-form item","小明从家到学校需要30分钟，他早上7:20从家出发，到学校的时间是____时____分。"
"pep-primary-rag2-p3-upper-fi-005","P3","upper","fill-in","Foundation","几分之一","solver-gap","manual-required","八分之一，1/8","八分之一，1/8 | 八分之一 1/8","","","","not-run","solver:no deterministic solver matched this free-form item","把一张圆形纸片平均分成8份，每份是它的____分之一，写作____。"
