"id","batch","grade","topicId","topicZhHans","type","difficulty","verdict","solvable","answerMatches","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","localValidationNotes","promptZhHans"
"pep-high-s4-rag4-mc-092","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","55","55","","标准答案为55，独立计算也为55，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(\vec a=(5,5)\)，\(\vec b=(7,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-093","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","36","36","","标准答案为36，独立计算也为36，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(\vec a=(4,3)\)，\(\vec b=(6,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-094","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","35","35","","标准答案为35，独立计算也为35，匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(\vec a=(3,5)\)，\(\vec b=(5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-095","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","20","20","","标准答案为20，独立计算也为20，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(\vec a=(2,3)\)，\(\vec b=(4,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-096","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","23","23","","计算：1*3 + 5*4 = 3 + 20 = 23。选项中有23，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(\vec a=(1,5)\)，\(\vec b=(3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-097","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","47","47","","计算：5*7 + 3*4 = 35 + 12 = 47。选项中有47，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(\vec a=(5,3)\)，\(\vec b=(7,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-098","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","44","44","","计算：4*6 + 5*4 = 24 + 20 = 44。选项中有44，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(\vec a=(4,5)\)，\(\vec b=(6,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-099","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","27","27","","计算：3*5 + 3*4 = 15 + 12 = 27。选项中有27，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(\vec a=(3,3)\)，\(\vec b=(5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-100","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","28","28","","计算：2*4 + 5*4 = 8 + 20 = 28。选项中有28，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(\vec a=(2,5)\)，\(\vec b=(4,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-101","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","15","15","","计算：1*3 + 3*4 = 3 + 12 = 15。选项中有15，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(\vec a=(1,3)\)，\(\vec b=(3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-102","rag-v4","S4","pep-high-s4-plane-vectors","平面向量及其应用","multiple-choice","Core","pass","true","true","none","","","55","55","","计算：5*7 + 5*4 = 35 + 20 = 55。选项中有55，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(\vec a=(5,5)\)，\(\vec b=(7,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s4-rag4-mc-103","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","1","1","","计算：(-1+2i)+(2+0i) = (1+2i)，实部为1。选项中有1，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \((-1+2i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-104","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","1","1","","计算：(-3+1i)+(4+0i) = (1+1i)，实部为1。选项中有1，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \((-3+1i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-105","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","4","4","","计算：(2+5i)+(2+0i) = (4+5i)，实部为4。选项中有4，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。让等价形式与题目要求保持一致。求 \((2+5i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-106","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","4","4","","计算：(0+4i)+(4+0i) = (4+4i)，实部为4。选项中有4，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。求 \((0+4i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-107","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","0","0","","计算：(-2+3i)+(2+0i) = (0+3i)，实部为0。选项中有0，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。只要条件用全，简短计算即可。求 \((-2+3i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-108","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","7","7","","计算：(3+2i)+(4+0i) = (7+2i)，实部为7。选项中有7，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \((3+2i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-109","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","3","3","","计算：(1+1i)+(2+0i) = (3+1i)，实部为3。选项中有3，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \((1+1i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-110","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","3","3","","计算：(-1+5i)+(4+0i) = (3+5i)，实部为3。选项中有3，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。让等价形式与题目要求保持一致。求 \((-1+5i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-111","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","-1","-1","","计算：(-3+4i)+(2+0i) = (-1+4i)，实部为-1。选项中有-1，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。求 \((-3+4i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-112","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","6","6","","计算：(2+3i)+(4+0i) = (6+3i)，实部为6。选项中有6，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。只要条件用全，简短计算即可。求 \((2+3i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-113","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","2","2","","计算：(0+2i)+(2+0i) = (2+2i)，实部为2。选项中有2，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \((0+2i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-114","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","2","2","","计算：(-2+1i)+(4+0i) = (2+1i)，实部为2。选项中有2，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \((-2+1i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-115","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","5","5","","计算：(3+5i)+(2+0i) = (5+5i)，实部为5。选项中有5，且唯一。答案匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。让等价形式与题目要求保持一致。求 \((3+5i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-116","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","5","5","","计算 (1+4i)+(4+0i) = (1+4)+(4+0)i = 5+4i，实部为5。选项5正确。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。求 \((1+4i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-117","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","1","1","","计算 (-1+3i)+(2+0i) = (-1+2)+(3+0)i = 1+3i，实部为1。选项1正确。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。只要条件用全，简短计算即可。求 \((-1+3i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-118","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","1","1","","计算 (-3+2i)+(4+0i) = (-3+4)+(2+0)i = 1+2i，实部为1。选项1正确。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。不要额外加入题目没有给出的假设。求 \((-3+2i)+(4+0i)\) 的实部。"
"pep-high-s4-rag4-mc-119","rag-v4","S4","pep-high-s4-complex-numbers","复数","multiple-choice","Core","pass","true","true","none","","","4","4","","计算 (2+1i)+(2+0i) = (2+2)+(1+0)i = 4+1i，实部为4。选项4正确。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。回答所求量，不停留在中间结果。求 \((2+1i)+(2+0i)\) 的实部。"
"pep-high-s4-rag4-mc-120","rag-v4","S4","pep-high-s4-solid-geometry-intro","立体几何初步","multiple-choice","Exam","pass","true","true","none","","","168","168","","长方体表面积=2(4×6+4×6+6×6)=2(24+24+36)=2×84=168。选项168正确。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。说明式子中哪一部分决定答案。一个长方体的三条棱长为 \(4, 6, 6\)。求它的表面积。"
