id,grade,semester,type,difficulty,topicId,unitTitle,solvable,answerMatches,severity,issueTags,correctAnswer,rationale,answer,acceptedAnswers,optionsZhHans,promptZhHans
bnu-primary-ds-v1-p2-241,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,4人,4人,4人|5人|6人|7人,二（1）班调查同学们最喜欢的一种水果，记录如下：苹果：正正正，香蕉：正正，橘子：正正一，梨：正一。最喜欢苹果的人数比最喜欢梨的人数多几人？
bnu-primary-ds-v1-p2-242,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,4人,4人,2人|3人|4人|5人,二（2）班调查同学们最喜欢的一种运动，记录如下：跳绳：正正正，跑步：正正，踢毽子：正正一，打球：正一。最喜欢跳绳的人数比最喜欢踢毽子的人数多几人？
bnu-primary-ds-v1-p2-243,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,10人,10人,10人|11人|12人|13人,二（3）班调查同学们最喜欢的一种颜色，记录如下：红色：正正正正，蓝色：正正，绿色：正正一，黄色：正。最喜欢红色的人数比最喜欢黄色的人数多几人？
bnu-primary-ds-v1-p2-244,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,4人,4人,4人|5人|6人|7人,二（4）班调查同学们最喜欢的一种动物，记录如下：小猫：正正正，小狗：正正，小兔：正正一，小鸟：正一。最喜欢小猫的人数比最喜欢小鸟的人数多几人？
bnu-primary-ds-v1-p2-245,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,9人,9人,9人|10人|11人|12人,二（5）班调查同学们最喜欢的一种季节，记录如下：春天：正正正正，夏天：正正正，秋天：正正，冬天：正一。最喜欢春天的人数比最喜欢冬天的人数多几人？
bnu-primary-ds-v1-p2-246,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,15人,15人,14人|15人|16人|17人,二（6）班调查同学们最喜欢的一种科目，记录如下：数学：正正正正正，语文：正正正，英语：正正，美术：正一。最喜欢数学的人数比最喜欢美术的人数多几人？
bnu-primary-ds-v1-p2-247,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,5人,5人,5人|6人|7人|8人,二（7）班调查同学们最喜欢的一种玩具，记录如下：积木：正正正，拼图：正正，娃娃：正正一，汽车：正。最喜欢积木的人数比最喜欢汽车的人数多几人？
bnu-primary-ds-v1-p2-248,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,9人,9人,9人|10人|11人|12人,二（8）班调查同学们最喜欢的一种饮品，记录如下：牛奶：正正正正，果汁：正正，可乐：正正一，水：正一。最喜欢牛奶的人数比最喜欢水的人数多几人？
bnu-primary-ds-v1-p2-249,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,15人,15人,14人|15人|16人|17人,二（9）班调查同学们最喜欢的一种课外书，记录如下：童话：正正正正正，漫画：正正正，科普：正正，历史：正一。最喜欢童话的人数比最喜欢历史的人数多几人？
bnu-primary-ds-v1-p2-250,P2,lower,multiple-choice,Foundation,bnu-primary-p2-lower-data-recording-review,调查与记录及整理复习,yes,yes,none,,,题目信息完整，答案正确。,5人,5人,5人|6人|7人|8人,二（10）班调查同学们最喜欢的一种零食，记录如下：薯片：正正正，糖果：正正，巧克力：正正一，饼干：正。最喜欢薯片的人数比最喜欢饼干的人数多几人？
bnu-primary-ds-v1-p3-001,P3,upper,multiple-choice,Core,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,3×8+2×6,3×8+2×6,3×8+2×6|3×8+6|3+8×2+6|8+6×3+2,妈妈买了3千克苹果，每千克8元；又买了2千克梨，每千克6元。妈妈一共要付多少元？下面列式正确的是（ ）。
bnu-primary-ds-v1-p3-002,P3,upper,fill-in,Foundation,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,除，减，39,除，减，39|除法，减法，39,,计算45−18÷3时，应先算（ ）法，再算（ ）法，结果是（ ）。
bnu-primary-ds-v1-p3-003,P3,upper,short-answer,Challenge,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,分步：50−36=14（元），14÷4=3.5（元）；综合：(50−36)÷4=3.5（元）,分步：50−36=14（元），14÷4=3.5（元）；综合：(50−36)÷4=3.5（元）|分步：50-36=14元，14÷4=3.5元；综合：(50-36)÷4=3.5元,,小明有50元，买一个书包用了36元，剩下的钱买了4本同样的笔记本。每本笔记本多少元？请写出分步算式和综合算式。
bnu-primary-ds-v1-p3-004,P3,upper,multiple-choice,Exam,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,5×(3+7),5×(3+7),36+24÷6|5×(3+7)|18−9+5|40÷8+12,下面算式中，先算加法的是（ ）。
bnu-primary-ds-v1-p3-005,P3,upper,fill-in,Core,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,30+24÷6=34,30+24÷6=34,,把“24÷6=4”和“30+4=34”合并成一个综合算式：（ ）。
bnu-primary-ds-v1-p3-006,P3,upper,short-answer,Foundation,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,5×12−38=22（个）,5×12−38=22（个）|5×12-38=22个,,学校买来5盒羽毛球，每盒12个，用去38个，还剩多少个？请列综合算式解答。
bnu-primary-ds-v1-p3-007,P3,upper,multiple-choice,Challenge,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,有45元，买书用去15元，剩下的钱买5元一本的笔记本，可以买几本？,有45元，买书用去15元，剩下的钱买5元一本的笔记本，可以买几本？,有45个苹果，吃了15个，又买来5个，现在有多少个？|有45元，买书用去15元，剩下的钱买5元一本的笔记本，可以买几本？|有45个学生，走了15个，又来了5个，现在有多少个学生？|一本书45页，第一天看15页，第二天看5页，还剩多少页？,下面哪个问题可以用算式(45−15)÷5解决？
bnu-primary-ds-v1-p3-008,P3,upper,fill-in,Exam,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,＞,＞|大于,,"在○里填上“＞”“＜”或“＝”。\n36÷4+2 ○ 36÷(4+2)"
bnu-primary-ds-v1-p3-009,P3,upper,short-answer,Core,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,100−8×9=28（元），28÷7=4（个）,100−8×9=28（元），28÷7=4（个）|100-8×9=28元，28÷7=4个,,李老师带100元去买文具。买了8支钢笔，每支9元，剩下的钱想买7元一个的文具盒，最多能买几个？请写出解答过程。
bnu-primary-ds-v1-p3-010,P3,upper,multiple-choice,Foundation,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确。,18,18,36|18|24|13,计算6+3×4时，正确的得数是（ ）。
bnu-primary-ds-v1-p3-011,P3,upper,fill-in,Challenge,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目信息完整，答案正确，综合算式合理。,50 - (3 × 8 + 15) = 50 - (24 + 15) = 50 - 39 = 11（元）,50 - (3 × 8 + 15) = 50 - (24 + 15) = 50 - 39 = 11（元）|50 - (3 × 8 + 15) = 11（元）|50 - 3 × 8 - 15 = 11（元）,,小明买3本笔记本，每本8元，又买了一支15元的钢笔。他付了50元，应找回多少元？请列出综合算式并计算。
bnu-primary-ds-v1-p3-012,P3,upper,short-answer,Exam,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目清晰，答案正确，分步和综合算式均符合要求。,分步：女生：18 × 2 = 36（人），一共：18 + 36 = 54（人）。综合算式：18 + 18 × 2 = 18 + 36 = 54（人）,分步：女生：18 × 2 = 36（人），一共：18 + 36 = 54（人）。综合算式：18 + 18 × 2 = 18 + 36 = 54（人）|18 + 18 × 2 = 54（人）,,学校合唱队有男生18人，女生人数是男生的2倍。合唱队一共有多少人？先写出分步算式，再改写成综合算式。
bnu-primary-ds-v1-p3-013,P3,upper,multiple-choice,Core,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,选项完整，答案唯一正确，运算顺序判断无误。,36 + 4 ÷ 5,36 + 4 ÷ 5,36 − 4 × 5|36 ÷ (4 + 5)|36 + 4 ÷ 5|36 − 4 + 5,下面哪个算式的运算顺序与“36 ÷ 4 + 5”相同？
bnu-primary-ds-v1-p3-014,P3,upper,fill-in,Foundation,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,填空明确，答案正确，符合混合运算规则。,除，加，60,除，加，60|除法，加法，60,,计算56＋24÷6时，应先算（ ）法，再算（ ）法，结果是（ ）。
bnu-primary-ds-v1-p3-015,P3,upper,short-answer,Challenge,bnu-primary-p3-upper-mixed-operations,混合运算,yes,yes,none,,,题目可解，答案正确，综合算式符合题意。,40 − 16 − 16 ÷ 4 = 40 − 16 − 4 = 20（元）,40 − 16 − 16 ÷ 4 = 40 − 16 − 4 = 20（元）|(40 − 16) − 16 ÷ 4 = 24 − 4 = 20（元）,,小华有40元，买了一个书包后剩下16元，剩下的钱正好可以买4本同样的笔记本。一个书包比一本笔记本贵多少元？请列综合算式解答。
bnu-primary-ds-v1-p3-016,P3,upper,multiple-choice,Exam,bnu-primary-p3-upper-observe-objects,观察物体,yes,yes,none,,,选项描述清晰，答案唯一正确，符合视图条件。,第一层摆3个正方体横排，第二层在中间上方摆1个,第一层摆3个正方体横排，第二层在中间上方摆1个,第一层摆3个正方体横排，第二层在中间上方摆1个|第一层摆2个正方体横排，第二层在左边上方摆1个，第三层在左边再摆1个|第一层摆3个正方体横排，第二层在最左边上方摆1个|第一层摆2个正方体横排，第二层在右边上方摆1个，第三层在右边再摆1个,一个立体图形由4个同样的小正方体搭成，从正面看是横着排成一行的3个正方形，从左面看是竖着排成一列的2个正方形。这个立体图形是下面的哪一个？
bnu-primary-ds-v1-p3-017,P3,upper,fill-in,Core,bnu-primary-p3-upper-observe-objects,观察物体,yes,yes,none,,,常识题，答案正确。,3,3|三,,站在一个位置观察一个长方体，最多能看到（ ）个面。
bnu-primary-ds-v1-p3-018,P3,upper,short-answer,Foundation,bnu-primary-p3-upper-observe-objects,观察物体,yes,yes,none,,,题目可解，答案描述合理，符合视图。,第一层摆3个正方体横排，第二层在中间或某一端上方摆1个，但正面只能看到2个，所以第二层的正方体应放在第一层中间或一端的上方，且从正面看时被前面的正方体挡住一个。例如：底层横排3个，第二层在中间上方摆1个，从正面看只能看到底层左右两个和第二层中间一个，共2个正方形。,第一层摆3个正方体横排，第二层在中间或某一端上方摆1个，但正面只能看到2个，所以第二层的正方体应放在第一层中间或一端的上方，且从正面看时被前面的正方体挡住一个。例如：底层横排3个，第二层在中间上方摆1个，从正面看只能看到底层左右两个和第二层中间一个，共2个正方形。|第一层摆3个正方体横排，第二层在中间上方摆1个|底层3个横排，上层中间放1个,,用4个同样的小正方体搭成一个立体图形。从正面看是横着排成一行的2个正方形，从上面看是横着排成一行的3个正方形。请描述这个立体图形是怎样搭的。
bnu-primary-ds-v1-p3-019,P3,upper,multiple-choice,Challenge,bnu-primary-p3-upper-observe-objects,观察物体,yes,yes,none,,,选项完整，答案唯一不可能，判断正确。,第一层摆2个正方体横排，第二层在左边上方摆1个，第三层在右边上方摆1个，第四层在中间上方摆1个,第一层摆2个正方体横排，第二层在左边上方摆1个，第三层在右边上方摆1个，第四层在中间上方摆1个,第一层摆3个正方体横排，第二层在左边两个上方各摆1个|第一层摆3个正方体横排，第二层在中间上方摆1个，第三层在中间再摆1个|第一层摆2个正方体横排，第二层在左边上方摆1个，第三层在右边上方摆1个，第四层在中间上方摆1个|第一层摆3个正方体横排，第二层在最左边上方摆1个，第三层在最右边上方摆1个,一个立体图形由5个同样的小正方体搭成，从正面看是横着排成一行的3个正方形，从左面看是横着排成一行的2个正方形。下面哪种搭法不可能？
bnu-primary-ds-v1-p3-020,P3,upper,fill-in,Exam,bnu-primary-p3-upper-observe-objects,观察物体,yes,yes,none,,,题目可解，最少2个正确。,2,2|二,,一个立体图形由一些同样的小正方体搭成。从正面看是横着排成一行的2个正方形，从右面看是横着排成一行的2个正方形。搭这个立体图形最少需要（ ）个小正方体。
bnu-primary-ds-v1-p3-021,P3,upper,short-answer,Core,bnu-primary-p3-upper-observe-objects,观察物体,yes,yes,none,,,描述清晰，答案正确。,第一排横着放3个小正方体，第二排在这3个小正方体中靠右的1个上面再放1个小正方体。,第一排横着放3个小正方体，第二排在这3个小正方体中靠右的1个上面再放1个小正方体。|底层横着放3个，在右边的一个上面放1个。|下面一层横着放3个，上面一层在右边放1个。,,用4个同样的小正方体搭成一个立体图形。从前面看，看到的是横着排成一排的3个小正方形；从右面看，看到的是竖着排成一列的2个小正方形。请你描述这个立体图形是怎样搭成的。
bnu-primary-ds-v1-p3-022,P3,upper,multiple-choice,Foundation,bnu-primary-p3-upper-observe-objects,观察物体,yes,yes,none,,,选项描述具体，答案唯一正确。,A. 底层前面横着放3个，底层后面中间放1个，上层在底层前面中间那个上面放1个。,A. 底层前面横着放3个，底层后面中间放1个，上层在底层前面中间那个上面放1个。,A. 底层前面横着放3个，底层后面中间放1个，上层在底层前面中间那个上面放1个。|B. 底层前面横着放3个，底层后面右边放1个，上层在底层前面左边那个上面放1个。|C. 底层前面横着放2个，底层后面横着放2个，上层在底层前面右边那个上面放1个。|D. 底层前面横着放3个，底层后面左边放1个，上层在底层前面中间那个上面放1个。,一个立体图形由5个同样的小正方体搭成。从前面看，看到的是下面一层有3个小正方形，上面一层中间有1个小正方形。从右面看，看到的是下面一层有2个小正方形，上面一层靠左有1个小正方形。这个立体图形是下面哪一个？
