"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-p3-lower-033","P3","lower","short-answer","Core","周长与面积辨析","pass","none","篱笆长26米，可以种160株花。","篱笆长26米，可以种160株花。 | 26米，160株 | 26,160 | 26米 160株","26, 160","rectangle-fence-and-plant-count","geometry","pass","solver:rectangle-fence-and-plant-count","一个长方形花坛，长 8 米，宽 5 米。如果在花坛四周围上篱笆，篱笆长多少米？如果每平方米种 4 株花，一共可以种多少株花？请分别回答。"
"pep-primary-p3-lower-034","P3","lower","multiple-choice","Foundation","小数的初步认识","solver-gap","manual-required","1.3元","1.3元","","","","not-run","solver:no deterministic solver matched this free-form item","小明买一支铅笔花了 0.8 元，买一块橡皮花了 0.5 元。他一共花了多少钱？"
"pep-primary-p3-lower-035","P3","lower","fill-in","Core","解决问题","pass","none","960","960 | 960本","960","base-plus-multiple-total","multiplication-application","pass","solver:base-plus-multiple-total","学校图书馆有故事书 240 本，科技书是故事书的 3 倍。科技书和故事书一共有多少本？请填写数字。"
"pep-primary-p3-lower-036","P3","lower","short-answer","Foundation","除数是一位数的除法","pass","none","64","64 | 64个","64","exact-division-story","division","pass","solver:exact-division-story","把 256 个苹果平均分给 4 个班级，每个班级分到多少个苹果？请写出答案。"
"pep-primary-p3-lower-037","P3","lower","multiple-choice","Core","两位数乘两位数","solver-gap","manual-required","23 × 30 + 23 × 1","23 × 30 + 23 × 1","","","","not-run","solver:no deterministic solver matched this free-form item","计算 23 × 31 时，下面哪个算式表示的是正确的竖式计算过程？"
"pep-primary-p3-lower-038","P3","lower","fill-in","Foundation","长方形、正方形面积","pass","none","49","49 | 49平方厘米","49","square-area","area","pass","solver:square-area","一个正方形的边长是 7 厘米，它的面积是多少平方厘米？请填写数字。"
"pep-primary-p3-lower-039","P3","lower","multiple-choice","Core","复式统计表","solver-gap","manual-required","一班","一班","","","","not-run","solver:no deterministic solver matched this free-form item","下面是三年级两个班同学喜欢的水果统计表（单位：人）：\n一班：苹果 12，香蕉 8，橘子 5\n二班：苹果 10，香蕉 11，橘子 7\n哪个班喜欢苹果的人数更多？"
"pep-primary-p3-lower-040","P3","lower","fill-in","Foundation","提优拓展","pass","none","81","81 | 81平方厘米","81","square-area-from-wire-perimeter","area","pass","solver:square-area-from-wire-perimeter","用一根长 36 厘米的铁丝围成一个正方形，这个正方形的面积是多少平方厘米？请填写数字。"
"pep-primary-p3-lower-041","P3","lower","multiple-choice","Core","位置与方向（一）","solver-gap","manual-required","东北","东北","","","","not-run","solver:no deterministic solver matched this free-form item","小华站在操场中央，面向北。他先向右转，向前走10米；再向左转，向前走5米。现在小华在出发点的什么方向？"
"pep-primary-p3-lower-042","P3","lower","fill-in","Foundation","笔算乘法","solver-gap","manual-required","322","322","","","","not-run","solver:no deterministic solver matched this free-form item","计算 23 × 14 时，可以先算 23 × 10 = 230，再算 23 × 4 = 92，最后把两个积相加。请写出 23 × 14 的积。"
"pep-primary-p3-lower-043","P3","lower","multiple-choice","Core","面积","solver-gap","manual-required","面积是40平方厘米，周长是26厘米","面积是40平方厘米，周长是26厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形，长8厘米，宽5厘米。下面说法正确的是："
"pep-primary-p3-lower-044","P3","lower","fill-in","Foundation","年、月、日","solver-gap","manual-required","48","48 | 48页","","","","not-run","solver:no deterministic solver matched this free-form item","2024年是闰年，2月有29天。小丽从2月26日开始读一本故事书，每天读12页，到2月29日共读了多少页？"
"pep-primary-p3-lower-045","P3","lower","multiple-choice","Core","期中综合","solver-gap","manual-required","6 × 4 × 25","6 × 4 × 25","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书室有6个书架，每个书架有4层，每层放25本书。这些书架一共能放多少本书？下面列式正确的是："
"pep-primary-p3-lower-046","P3","lower","fill-in","Core","除数是一位数的除法","pass","none","28,7","28,7 | 28块,7块 | 每个班28块，每个小组7块","28","exact-division-story","division","pass","solver:exact-division-story","把84块巧克力平均分给3个班，每个班分到多少块？如果每班再平均分给4个小组，每个小组分到多少块？"
"pep-primary-p3-lower-047","P3","lower","multiple-choice","Core","口算乘法","pass","none","800","800","800","rounded-multiplication-estimate","estimation","pass","solver:rounded-multiplication-estimate","估算 38 × 21 的结果，下面哪个最接近？"
"pep-primary-p3-lower-048","P3","lower","fill-in","Core","周长与面积辨析","pass","none","36","36 | 36平方厘米","36","square-area-from-wire-perimeter","area","pass","solver:square-area-from-wire-perimeter","用一根长24厘米的铁丝围成一个正方形，这个正方形的面积是多少平方厘米？"
"pep-primary-p3-lower-049","P3","lower","multiple-choice","Core","小数的初步认识","solver-gap","manual-required","5.6元","5.6元","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个小数表示“5元6角”？"
"pep-primary-p3-lower-050","P3","lower","multiple-choice","Core","期末综合","solver-gap","manual-required","多4人，一共25人","多4人，一共25人","","","","not-run","solver:no deterministic solver matched this free-form item","三（1）班同学参加兴趣小组情况如下：绘画组12人，舞蹈组8人，书法组5人。绘画组比舞蹈组多几人？全班一共有多少人？"
"pep-primary-p3-upper-001","P3","upper","multiple-choice","Core","时、分、秒","solver-gap","manual-required","8:05","8:05","","","","not-run","solver:no deterministic solver matched this free-form item","小华从家走到学校用了25分钟。他早上7:40从家出发，到学校时是几点？"
"pep-primary-p3-upper-002","P3","upper","fill-in","Foundation","多位数乘一位数","pass","none","702","702","702","direct-arithmetic-expression","arithmetic","pass","solver:direct-arithmetic-expression","计算 234 × 3 = ______。"
"pep-primary-p3-upper-003","P3","upper","short-answer","Challenge","长方形和正方形","solver-gap","manual-required","26","26 | 26米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形花坛，长是8米，宽是5米。如果在花坛四周围上篱笆，篱笆长多少米？"
"pep-primary-p3-upper-004","P3","upper","multiple-choice","Exam","分数的初步认识","solver-gap","manual-required","3/8","3/8","","","","not-run","solver:no deterministic solver matched this free-form item","把一张圆形纸片平均分成8份，涂色部分占其中的3份。涂色部分可以用哪个分数表示？"
"pep-primary-p3-upper-005","P3","upper","fill-in","Core","期中综合","pass","none","5000","5000","5000米","metric-unit-conversion","measurement","pass","solver:metric-unit-conversion","在括号里填上合适的数：5千米 = ( )米。"
"pep-primary-p3-upper-006","P3","upper","short-answer","Foundation","万以内的加法和减法","solver-gap","manual-required","164","164 | 164本","","","","not-run","solver:no deterministic solver matched this free-form item","图书馆有故事书126本，科技书比故事书多38本。科技书有多少本？"
"pep-primary-p3-upper-007","P3","upper","multiple-choice","Challenge","倍的认识","solver-gap","manual-required","32棵","32棵","","","","not-run","solver:no deterministic solver matched this free-form item","果园里有苹果树8棵，梨树的棵数是苹果树的4倍。梨树有多少棵？"
"pep-primary-p3-upper-008","P3","upper","fill-in","Exam","周长","pass","none","28","28 | 28厘米","28","square-perimeter","perimeter","pass","solver:square-perimeter","一个正方形的边长是7厘米，它的周长是______厘米。"
"pep-primary-p3-upper-009","P3","upper","short-answer","Core","几分之几","solver-gap","manual-required","2/5","2/5 | 五分之二","","","","not-run","solver:no deterministic solver matched this free-form item","把一根绳子平均分成5段，取其中的2段。这2段是这根绳子的几分之几？"
"pep-primary-p3-upper-010","P3","upper","multiple-choice","Foundation","期末综合","solver-gap","manual-required","一个圆形被平均分成4份，涂了其中1份。","一个圆形被平均分成4份，涂了其中1份。","","","","not-run","solver:no deterministic solver matched this free-form item","下列哪个图形的涂色部分可以用1/4表示？"
"pep-primary-p3-upper-011","P3","upper","fill-in","Challenge","测量","solver-gap","manual-required","8:03","8:03 | 8时3分 | 8点3分","","","","not-run","solver:no deterministic solver matched this free-form item","小华从家到学校要走15分钟，他每天7:40从家出发。今天他比平时晚出发了8分钟，到达学校的时间是几时几分？"
"pep-primary-p3-upper-012","P3","upper","short-answer","Core","有余数的除法","solver-gap","manual-required","28面，剩1米","28面，剩1米 | 28面剩1米 | 28面 剩1米 | 28面1米","","","","not-run","solver:no deterministic solver matched this free-form item","三年级同学做彩旗，每面彩旗需要3米长的彩带。李老师买了85米彩带，最多可以做多少面彩旗？还剩多少米彩带？"
"pep-primary-p3-upper-013","P3","upper","multiple-choice","Foundation","长方形和正方形","solver-gap","manual-required","周长是26厘米","周长是26厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形的长是8厘米，宽是5厘米。下面哪个说法是正确的？"
"pep-primary-p3-upper-014","P3","upper","fill-in","Challenge","几分之一","solver-gap","manual-required","四分之一","四分之一 | 1/4 | 4分之1","","","","not-run","solver:no deterministic solver matched this free-form item","把一张圆形纸片对折两次后，沿折痕剪开，得到大小一样的4份。每份是这张纸的几分之一？"
"pep-primary-p3-upper-015","P3","upper","short-answer","Core","易错提优","solver-gap","manual-required","4厘米","4厘米 | 4cm | 4","","","","not-run","solver:no deterministic solver matched this free-form item","小明用一根铁丝围成了一个边长6厘米的正方形。如果用这根铁丝围成一个长8厘米的长方形，这个长方形的宽是多少厘米？"
