"questionId","grade","volume","chapter","type","difficulty","solverRule","independentAnswer","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v3-s5-016","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","v3-cuboid-adjacent-face-sum","84","84","84","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-017","S5","必修 第三册","空间直线与平面","fill-in","Core","v3-cuboid-adjacent-face-sum","33","33","33","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-018","S5","必修 第三册","空间直线与平面","short-answer","Challenge","v3-cuboid-adjacent-face-sum","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-019","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","v3-cuboid-adjacent-face-sum","60","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-020","S5","必修 第三册","空间直线与平面","fill-in","Exam","v3-cuboid-adjacent-face-sum","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-021","S5","必修 第三册","空间直线与平面","short-answer","Core","v3-cuboid-adjacent-face-sum","72","72","72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-022","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","v3-cuboid-adjacent-face-sum","102","102","102","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-023","S5","必修 第三册","空间直线与平面","fill-in","Foundation","v3-cuboid-adjacent-face-sum","85","85","85","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-024","S5","必修 第三册","空间直线与平面","short-answer","Exam","v3-cuboid-adjacent-face-sum","45","45","45","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-025","S5","必修 第三册","空间直线与平面","multiple-choice","Core","v3-cuboid-adjacent-face-sum","60","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-026","S5","必修 第三册","空间直线与平面","fill-in","Challenge","v3-cuboid-adjacent-face-sum","36","36","36","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-027","S5","必修 第三册","空间直线与平面","short-answer","Foundation","v3-cuboid-adjacent-face-sum","84","84","84","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-028","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","v3-cuboid-adjacent-face-sum","120","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-029","S5","必修 第三册","空间直线与平面","fill-in","Core","v3-cuboid-adjacent-face-sum","35","35","35","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-030","S5","必修 第三册","空间直线与平面","short-answer","Challenge","v3-cuboid-adjacent-face-sum","54","54","54","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-031","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","v3-cuboid-adjacent-face-sum","60","60","60","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-032","S5","必修 第三册","空间直线与平面","fill-in","Exam","v3-cuboid-adjacent-face-sum","128","128","128","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-033","S5","必修 第三册","空间直线与平面","short-answer","Core","v3-cuboid-adjacent-face-sum","144","144","144","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-034","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","v3-cuboid-adjacent-face-sum","26","26","26","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-035","S5","必修 第三册","空间直线与平面","fill-in","Foundation","v3-cuboid-adjacent-face-sum","144","144","144","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-036","S5","必修 第三册","空间直线与平面","short-answer","Exam","v3-cuboid-adjacent-face-sum","133","133","133","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-037","S5","必修 第三册","空间直线与平面","multiple-choice","Core","v3-cuboid-adjacent-face-sum","50","50","50","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-038","S5","必修 第三册","空间直线与平面","fill-in","Challenge","v3-cuboid-adjacent-face-sum","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-039","S5","必修 第三册","空间直线与平面","short-answer","Foundation","v3-cuboid-adjacent-face-sum","33","33","33","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-040","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","v3-cuboid-adjacent-face-sum","48","48","48","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-041","S5","必修 第三册","空间直线与平面","fill-in","Core","v3-cuboid-adjacent-face-sum","112","112","112","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-042","S5","必修 第三册","空间直线与平面","short-answer","Challenge","v3-cuboid-adjacent-face-sum","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-043","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","v3-cuboid-adjacent-face-sum","66","66","66","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-044","S5","必修 第三册","空间直线与平面","fill-in","Exam","v3-cuboid-adjacent-face-sum","95","95","95","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-045","S5","必修 第三册","空间直线与平面","short-answer","Core","v3-cuboid-adjacent-face-sum","75","75","75","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-046","S5","必修 第三册","空间直线与平面","multiple-choice","Challenge","v3-cuboid-adjacent-face-sum","120","120","120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-047","S5","必修 第三册","空间直线与平面","fill-in","Foundation","v3-cuboid-adjacent-face-sum","12","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-048","S5","必修 第三册","空间直线与平面","short-answer","Exam","v3-cuboid-adjacent-face-sum","84","84","84","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-049","S5","必修 第三册","空间直线与平面","multiple-choice","Core","v3-cuboid-adjacent-face-sum","54","54","54","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-050","S5","必修 第三册","空间直线与平面","fill-in","Challenge","v3-cuboid-adjacent-face-sum","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-051","S5","必修 第三册","空间直线与平面","short-answer","Foundation","v3-cuboid-adjacent-face-sum","105","105","105","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-052","S5","必修 第三册","空间直线与平面","multiple-choice","Exam","v3-cuboid-adjacent-face-sum","50","50","50","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-053","S5","必修 第三册","空间直线与平面","fill-in","Core","v3-cuboid-adjacent-face-sum","57","57","57","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-054","S5","必修 第三册","空间直线与平面","short-answer","Challenge","v3-cuboid-adjacent-face-sum","45","45","45","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-055","S5","必修 第三册","空间直线与平面","multiple-choice","Foundation","v3-cuboid-adjacent-face-sum","88","88","88","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-056","S5","必修 第三册","简单几何体","fill-in","Exam","v3-two-cuboid-volume-sum","42","42","42","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-057","S5","必修 第三册","简单几何体","short-answer","Core","v3-two-cuboid-volume-sum","300","300","300","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-058","S5","必修 第三册","简单几何体","multiple-choice","Challenge","v3-two-cuboid-volume-sum","161","161","161","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-059","S5","必修 第三册","简单几何体","fill-in","Foundation","v3-two-cuboid-volume-sum","440","440","440","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-060","S5","必修 第三册","简单几何体","short-answer","Exam","v3-two-cuboid-volume-sum","288","288","288","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-061","S5","必修 第三册","简单几何体","multiple-choice","Core","v3-two-cuboid-volume-sum","186","186","186","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-062","S5","必修 第三册","简单几何体","fill-in","Challenge","v3-two-cuboid-volume-sum","781","781","781","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-063","S5","必修 第三册","简单几何体","short-answer","Foundation","v3-two-cuboid-volume-sum","360","360","360","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-064","S5","必修 第三册","简单几何体","multiple-choice","Exam","v3-two-cuboid-volume-sum","78","78","78","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-065","S5","必修 第三册","简单几何体","fill-in","Core","v3-two-cuboid-volume-sum","561","561","561","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-066","S5","必修 第三册","简单几何体","short-answer","Challenge","v3-two-cuboid-volume-sum","264","264","264","pass","none","","","Include in S18 pass-sample review before app integration."
