candidateIndex,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationType,priority,promptZhHans,answer,generationBriefZhHans,copyrightSafetyZhHans,sourceAuditNeed,reviewStatus
186,hjb-junior-ds-v2-s1-499,S1,lower,七年级下册,等腰三角形,hjb-junior-s1-lower-isosceles-triangles,multiple-choice,Core,geometry-diagram,P1,在△ABC中，AB = AC，点D在边BC上，且BD = CD。若∠B = 65°，则∠BAD的度数为（ ）,25°,为沪教版初中数学题 hjb-junior-ds-v2-s1-499 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
187,hjb-junior-ds-v2-s1-500,S1,lower,七年级下册,等腰三角形,hjb-junior-s1-lower-isosceles-triangles,multiple-choice,Core,geometry-diagram,P1,在△ABC中，AB = AC，点D在边BC上，且AD平分∠BAC。若∠B = 50°，则∠ADC的度数为（ ）,90°,为沪教版初中数学题 hjb-junior-ds-v2-s1-500 绘制原创题目插图，单元「等腰三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
188,hjb-junior-ds-v2-s2-005,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Core,number-line,P1,在数轴上，点A表示√(2)，点B表示1.5，则点A在点B的______侧（填“左”或“右”）。,左,为沪教版初中数学题 hjb-junior-ds-v2-s2-005 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
189,hjb-junior-ds-v2-s2-036,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Challenge,number-line,P1,已知数轴上从左到右依次有四个点 A、B、C、D，它们表示的数分别是 a、b、c、d。其中 a = -√7，b = -³√8，c = √2，d = ³√9。请将这四个数按从小到大的顺序用“<”连接，并说明比较过程中用到的依据。,a < b < c < d,为沪教版初中数学题 hjb-junior-ds-v2-s2-036 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
190,hjb-junior-ds-v2-s2-045,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Core,number-line,P1,在数轴上，点 $A$ 表示 $\sqrt{2}$，点 $B$ 表示 $\sqrt{3}$，点 $C$ 表示 $\frac{\sqrt{2}+\sqrt{3}}{2}$。请用“<”连接 $A$、$B$、$C$ 三点表示的数，并说明理由。,√2 < (√2+√3)/2 < √3,为沪教版初中数学题 hjb-junior-ds-v2-s2-045 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
191,hjb-junior-ds-v2-s2-046,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Exam,number-line,P1,在数轴上，点A表示的数是√5，点B表示的数是2.5，点C表示的数是∛8，点D表示的数是π。下列说法正确的是（　）,点B和点C表示的数都是有理数,为沪教版初中数学题 hjb-junior-ds-v2-s2-046 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
192,hjb-junior-ds-v2-s2-053,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Core,number-line,P1,在数轴上，点A表示√5，点B表示2.2，则点A在点B的______侧（填“左”或“右”）。,右,为沪教版初中数学题 hjb-junior-ds-v2-s2-053 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
193,hjb-junior-ds-v2-s2-057,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Core,number-line,P1,在数轴上，点A表示√5，点B表示√8，点C表示√12。请将这三个点表示的数按从小到大的顺序排列，并说明你的比较方法。,√5 < √8 < √12,为沪教版初中数学题 hjb-junior-ds-v2-s2-057 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
194,hjb-junior-ds-v2-s2-058,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,multiple-choice,Exam,number-line,P1,在数轴上，点A表示√2，点B表示√5，点C表示√8，点D表示√10。下列说法正确的是（　）,点C在点D的左侧,为沪教版初中数学题 hjb-junior-ds-v2-s2-058 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
195,hjb-junior-ds-v2-s2-059,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Foundation,number-line,P1,在数轴上，点A表示√5，点B表示√7，点C表示√6。请将点A、B、C所表示的数按从小到大的顺序排列，并用“<”连接。,√5 < √6 < √7,为沪教版初中数学题 hjb-junior-ds-v2-s2-059 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
196,hjb-junior-ds-v2-s2-060,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,short-answer,Challenge,number-line,P1,在数轴上，点A表示数a，点B表示数b，点C表示数c。已知a是面积为7的正方形的边长，b是体积为9的立方体的棱长，c是面积为11的正方形的边长。请将a、b、c按从小到大的顺序排列，并用“<”连接。,b < a < c,为沪教版初中数学题 hjb-junior-ds-v2-s2-060 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
197,hjb-junior-ds-v2-s2-062,S2,upper,八年级上册,实数,hjb-junior-s2-upper-real-numbers,fill-in,Exam,number-line,P1,已知一个正方体的体积是 2025 cm³，它的棱长是一个无理数。若将这个棱长表示在数轴上，它位于两个连续整数之间，则这两个整数分别是多少？,12 和 13,为沪教版初中数学题 hjb-junior-ds-v2-s2-062 绘制原创题目插图，单元「实数」，不要复制教材或试卷版式。 绘制数轴、端点、开闭圆点和方向箭头；区间边界与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
198,hjb-junior-ds-v2-s2-189,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,short-answer,Exam,geometry-diagram,P1,在△ABC中，AB = 13，AC = 20，BC边上的高AD = 12，点D在BC上。求BC的长。,21,为沪教版初中数学题 hjb-junior-ds-v2-s2-189 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
199,hjb-junior-ds-v2-s2-191,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,fill-in,Core,geometry-diagram,P1,在△ABC中，∠C=90°，AD平分∠BAC交BC于点D，AB=10，AC=6，则点D到AB的距离为______。,3,为沪教版初中数学题 hjb-junior-ds-v2-s2-191 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
200,hjb-junior-ds-v2-s2-192,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,short-answer,Exam,geometry-diagram,P1,已知△ABC的三边长分别为a=7，b=24，c=25。判断△ABC是否为直角三角形，并说明理由。,是直角三角形。因为7²+24²=49+576=625=25²，满足勾股定理的逆定理。,为沪教版初中数学题 hjb-junior-ds-v2-s2-192 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
201,hjb-junior-ds-v2-s2-193,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,multiple-choice,Foundation,geometry-diagram,P1,下列条件中，不能判定△ABC是直角三角形的是（ ）,D. ∠A=30°，∠B=45°,为沪教版初中数学题 hjb-junior-ds-v2-s2-193 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
202,hjb-junior-ds-v2-s2-194,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,fill-in,Core,geometry-diagram,P1,在Rt△ABC中，∠C=90°，AC=9，BC=12，则斜边AB上的高为______。,7.2,为沪教版初中数学题 hjb-junior-ds-v2-s2-194 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
203,hjb-junior-ds-v2-s2-195,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,short-answer,Exam,geometry-diagram,P1,在△ABC中，AB=AC=13，BC=10，点D是BC的中点。求AD的长。,12,为沪教版初中数学题 hjb-junior-ds-v2-s2-195 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
204,hjb-junior-ds-v2-s2-196,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,multiple-choice,Foundation,geometry-diagram,P1,在△ABC中，AB=5，BC=12，AC=13，AD平分∠BAC交BC于点D。下列结论正确的是（ ）,△ABC是直角三角形，且BD=4,为沪教版初中数学题 hjb-junior-ds-v2-s2-196 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
205,hjb-junior-ds-v2-s2-197,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,fill-in,Core,geometry-diagram,P1,在△ABC中，∠C=90°，AD平分∠BAC交BC于点D。已知AC=9，BC=12，求AD的长。,3√10,为沪教版初中数学题 hjb-junior-ds-v2-s2-197 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
206,hjb-junior-ds-v2-s2-198,S2,upper,八年级上册,直角三角形,hjb-junior-s2-upper-right-triangles,short-answer,Exam,geometry-diagram,P1,在△ABC中，AD是∠BAC的平分线，交BC于点D。已知AB=13，AC=20，BC=21。过点D作DE⊥AB于点E，DF⊥AC于点F。请证明DE=DF，并求DE的长度。,证明：∵AD平分∠BAC，DE⊥AB，DF⊥AC，∴DE=DF（角平分线上的点到角两边的距离相等）。求DE：设BD=x，则CD=21-x。由角平分线性质得AB/AC=BD/CD，即13/20=x/(21-x)，解得x=7，BD=7，CD=14。在△ABD中，由余弦定理求cos∠BAD：cos∠BAD=(AB²+AD²-BD²)/(2·AB·AD)，但AD未知。改用面积法：S△ABC=S△ABD+S△ACD。由海伦公式，半周长p=(13+20+21)/2=27，S△ABC=√[27(27-13)(27-20)(27-21)]=√(27×14×7×6)=√15876=126。又S△ABD=(1/2)·AB·DE=(1/2)·13·DE，S△ACD=(1/2)·AC·DF=(1/2)·20·DE，故(1/2)·13·DE+(1/2)·20·DE=126，解得DE=84/11。,为沪教版初中数学题 hjb-junior-ds-v2-s2-198 绘制原创题目插图，单元「直角三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
