id,grade,topicId,topicTitleZhHans,volume,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
hjb-high-ds-v4-s4-094,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,multiple-choice,V4修复变式0094：选择：求不等式组 x+6>17，x≤18 的整数解个数。,9 | 7 | 8 | 6,7,7,由 x+6>17 得 x>11。又 x≤18，整数 x 为 12 到 18，共有 18-11=7 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-095,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,fill-in,V4修复变式0095：填空：解不等式 x+3>12，求 x 的取值范围右端常数 12-3 的值。,,9,9,两边同时减去 3，得 x>12-3=9。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-096,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,short-answer,V4修复变式0096：解答：求不等式组 x+5>17，x≤16 的整数解个数。,,4,4,由 x+5>17 得 x>12。又 x≤16，整数 x 为 13 到 16，共有 16-12=4 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-097,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Core,multiple-choice,V4修复变式0097：选择：解不等式 x+4>13，求 x 的取值范围右端常数 13-4 的值。,10 | 8 | 9 | 11,9,9,两边同时减去 4，得 x>13-4=9。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-098,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Challenge,fill-in,V4修复变式0098：填空：求不等式组 x+6>16，x≤16 的整数解个数。,,6,6,由 x+6>16 得 x>10。又 x≤16，整数 x 为 11 到 16，共有 16-10=6 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-099,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Foundation,short-answer,V4修复变式0099：解答：解不等式 x+6>17，求 x 的取值范围右端常数 17-6 的值。,,11,11,两边同时减去 6，得 x>17-6=11。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-100,S4,hjb-high-s4-等式与不等式,等式与不等式,必修 第一册,等式与不等式,inequality-properties | quadratic-equations | quadratic-inequalities | basic-inequality,Exam,multiple-choice,V4修复变式0100：选择：求不等式组 x+5>12，x≤10 的整数解个数。,4 | 2 | 5 | 3,3,3,由 x+5>12 得 x>7。又 x≤10，整数 x 为 8 到 10，共有 10-7=3 个。,hjb-high-compulsory-1-equations-inequalities,hjb-high-compulsory-1-equations-inequalities-unit-core | hjb-high-compulsory-1-equations-inequalities-topic-review | pep-high-exam-basic-inequality-optimization,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | inequality-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-101,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Core,fill-in,V4修复变式0101：填空：已知 log_11(11^23)=m，求 m。,,23,23,由对数定义，log_11(11^23)=23，所以 m=23。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-102,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Challenge,short-answer,V4修复变式0102：解答：已知 log_12(12^13)=m，且 log_12(12^n)=m+3。求 m+n。,,29,29,由对数定义得 m=13。又 log_12(12^n)=n=m+3=16，所以 m+n=13+16=29。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | log-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-103,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Foundation,multiple-choice,V4修复变式0103：选择：已知 log_9(9^18)=m，求 m。,18 | 19 | 17 | 20,18,18,由对数定义，log_9(9^18)=18，所以 m=18。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-104,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Exam,fill-in,V4修复变式0104：填空：已知 log_10(10^17)=m，且 log_10(10^n)=m+3。求 m+n。,,37,37,由对数定义得 m=17。又 log_10(10^n)=n=m+3=20，所以 m+n=17+20=37。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | log-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-105,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Core,short-answer,V4修复变式0105：解答：已知 log_3(3^11)=m，求 m。,,11,11,由对数定义，log_3(3^11)=11，所以 m=11。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-106,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Challenge,multiple-choice,V4修复变式0106：选择：已知 log_9(9^11)=m，且 log_9(9^n)=m+3。求 m+n。,27 | 25 | 26 | 24,25,25,由对数定义得 m=11。又 log_9(9^n)=n=m+3=14，所以 m+n=11+14=25。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | log-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-107,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Foundation,fill-in,V4修复变式0107：填空：已知 log_6(6^7)=m，求 m。,,7,7,由对数定义，log_6(6^7)=7，所以 m=7。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-108,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Exam,short-answer,V4修复变式0108：解答：已知 log_12(12^19)=m，且 log_12(12^n)=m+3。求 m+n。,,41,41,由对数定义得 m=19。又 log_12(12^n)=n=m+3=22，所以 m+n=19+22=41。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | log-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-109,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Core,multiple-choice,V4修复变式0109：选择：已知 log_5(5^16)=m，求 m。,17 | 15 | 16 | 18,16,16,由对数定义，log_5(5^16)=16，所以 m=16。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s4-110,S4,hjb-high-s4-幂-指数与对数,幂、指数与对数,必修 第一册,幂、指数与对数,exponents | radicals | logarithmic-operations | base-conversion,Challenge,fill-in,V4修复变式0110：填空：已知 log_2(2^10)=m，且 log_2(2^n)=m+3。求 m+n。,,23,23,由对数定义得 m=10。又 log_2(2^n)=n=m+3=13，所以 m+n=10+13=23。,hjb-high-compulsory-1-powers-exponents-logarithms,hjb-high-compulsory-1-powers-exponents-logarithms-unit-core | hjb-high-compulsory-1-powers-exponents-logarithms-topic-review,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | log-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
