questionId,grade,volume,chapter,topicId,topicZh,questionType,difficulty,batch,promptZh,answer,illustrationTier,wideScopeCandidate,illustrationCategory,reusableTemplateKey,suggestedImageKind,exactMathLabelsNeeded,generationPriority,gptImage2Notes,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,topicOrder
hjb-high-ds-v1-s4-108,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Exam,hjb-v1,变式0108：解答：已知 log_11(11^16)=m，求 m。,16,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-111,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Foundation,hjb-v1,变式0111：解答：已知 log_6(6^12)=m，求 m。,12,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-114,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v1,变式0114：解答：已知 log_8(8^9)=m，求 m。,9,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-117,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Core,hjb-v1,变式0117：解答：已知 log_2(2^7)=m，求 m。,7,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-120,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Exam,hjb-v1,变式0120：解答：已知 log_10(10^23)=m，求 m。,23,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-123,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Foundation,hjb-v1,变式0123：解答：已知 log_2(2^4)=m，求 m。,4,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-126,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v1,变式0126：解答：已知 log_10(10^20)=m，求 m。,20,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-129,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Core,hjb-v1,变式0129：解答：已知 log_8(8^13)=m，求 m。,13,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-132,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Exam,hjb-v1,变式0132：解答：已知 log_12(12^17)=m，求 m。,17,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-135,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Foundation,hjb-v1,变式0135：解答：已知 log_8(8^15)=m，求 m。,15,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-138,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v1,变式0138：解答：已知 log_4(4^5)=m，求 m。,5,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-141,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Core,hjb-v1,变式0141：解答：已知 log_3(3^15)=m，求 m。,15,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-144,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Exam,hjb-v1,变式0144：解答：已知 log_8(8^20)=m，求 m。,20,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-147,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Foundation,hjb-v1,变式0147：解答：已知 log_9(9^21)=m，求 m。,21,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v1-s4-150,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v1,变式0150：解答：已知 log_10(10^23)=m，求 m。,23,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-102,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v2,"已知 \(a = \log_2 3\)，\(b = \log_3 7\)，用 \(a, b\) 表示 \(\log_{42} 56\)。",\frac{3 + ab}{1 + a + ab},P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,remediated-pending-final-audit,remediated-pending-final-audit,3
hjb-high-ds-v2-s4-105,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Core,hjb-v2,"已知 \(\lg 2 = a\)，\(\lg 3 = b\)，试用 \(a, b\) 表示 \(\log_{12} 5\)。",\frac{1 - a}{2a + b},P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-108,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Exam,hjb-v2,二轮变式0108：解答：已知 log_7(7^12)=m，求 m。,12,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-111,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Foundation,hjb-v2,计算：\(\log_2 3 \cdot \log_3 4 \cdot \log_4 8\)。,3,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-114,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v2,二轮变式0114：解答：已知 log_7(7^8)=m，求 m。,8,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-117,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Core,hjb-v2,已知 \(3^a = 4^b = 36\)，求 \(\frac{2}{a} + \frac{1}{b}\) 的值。,1,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-120,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Exam,hjb-v2,已知 \(\log_2 [\log_3 (\log_4 x)] = \log_3 [\log_4 (\log_2 y)] = \log_4 [\log_2 (\log_3 z)] = 0\)，求 \(x+y+z\) 的值。,89,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-123,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Foundation,hjb-v2,计算：lg25 + lg2·lg50 + (lg2)²。,2,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-126,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Challenge,hjb-v2,解方程：log₂(9ˣ⁻¹ - 5) = log₂(3ˣ⁻¹ - 2) + 2。,x = 2,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
hjb-high-ds-v2-s4-129,S4,必修 第一册,幂、指数与对数,hjb-high-s4-幂-指数与对数,幂、指数与对数,short-answer,Core,hjb-v2,计算：2log₃2 - log₃(32/9) + log₃8 - 5^{log₅3}。,-1,P3,no,暂不生成/低优先纯符号题,P3:no-question-level-image-holdout:short-answer,no question-level image recommended for first GPT Image2 pass,no: hold out unless owner chooses full visual coverage,3_low_holdout,纯代数、简单代入、集合计数、复数实部、等差数列代入等题先保留为统计低优先。,passed-auto-source-scan,pending-manual,pending-manual,3
