questionId,grade,topicId,type,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,confidence,issueType,recommendedAction,singleReviewApplied,note
pep-primary-p1-u-mc-001,P1,pep-primary-p1-upper-number-sense,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 14-11=3，选项中有3，题目清晰可解。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-fi-165,P2,pep-primary-p2-lower-place-value-measurement-data,fill-in,5,,5,pass,pass,high,none,pass,false,Stage A: 6555的百位是5 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-fi-166,P2,pep-primary-p2-lower-place-value-measurement-data,fill-in,8,,8,pass,pass,high,none,pass,false,Stage A: 7802的百位是8 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-fi-167,P2,pep-primary-p2-lower-place-value-measurement-data,fill-in,1,,1,pass,pass,high,none,pass,false,Stage A: 8159的百位是1 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-fi-168,P2,pep-primary-p2-lower-place-value-measurement-data,fill-in,4,,4,pass,pass,high,none,pass,false,Stage A: 1406的百位是4 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-fi-169,P2,pep-primary-p2-lower-place-value-measurement-data,fill-in,7,,7,pass,pass,high,none,pass,false,Stage A: 2753的百位是7 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-fi-170,P2,pep-primary-p2-lower-place-value-measurement-data,fill-in,0,,0,pass,pass,high,none,pass,false,Stage A: 3000的百位是0 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-171,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,2,,2,pass,pass,high,none,pass,false,Stage A: 3246的百位是2 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-172,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,6,,6,pass,pass,high,none,pass,false,Stage A: 5604的百位是6 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-173,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,0,,0,pass,pass,high,none,pass,false,Stage A: 7062的百位是0 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-174,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,2,,2,pass,pass,high,none,pass,false,Stage A: 7208的百位是2 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-175,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 8555的百位是5 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-176,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 1802的百位是8 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-177,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,1,,1,pass,pass,high,none,pass,false,Stage A: 2159的百位是1 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-178,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,4,,4,pass,pass,high,none,pass,false,Stage A: 3406的百位是4 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-179,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 4753的百位是7 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-180,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,0,,0,pass,pass,high,none,pass,false,Stage A: 5000的百位是0 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-181,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 数8579的百位是5。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-182,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,6,,6,pass,pass,high,none,pass,false,Stage A: 数7604的百位是6。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-183,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 数8951的百位是9。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-184,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,2,,2,pass,pass,high,none,pass,false,Stage A: 数1208的百位是2。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-185,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 数2555的百位是5。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-186,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 数3802的百位是8。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-187,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,1,,1,pass,pass,high,none,pass,false,Stage A: 数4159的百位是1。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-188,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,4,,4,pass,pass,high,none,pass,false,Stage A: 数5406的百位是4。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-189,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 数6753的百位是7。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-190,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,0,,0,pass,pass,high,none,pass,false,Stage A: 数7000的百位是0。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-191,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,6,,6,pass,pass,high,none,pass,false,Stage A: 数3680的百位是6。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-192,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,6,,6,pass,pass,high,none,pass,false,Stage A: 数1604的百位是6。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-193,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,9,,9,pass,pass,high,none,pass,false,Stage A: 数2951的百位是9。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-194,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,2,,2,pass,pass,high,none,pass,false,Stage A: 数3208的百位是2。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-195,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,5,,5,pass,pass,high,none,pass,false,Stage A: 数4555的百位是5。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-196,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,8,,8,pass,pass,high,none,pass,false,Stage A: 数5802的百位是8。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-197,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,1,,1,pass,pass,high,none,pass,false,Stage A: 数6159的百位是1。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-198,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,4,,4,pass,pass,high,none,pass,false,Stage A: 数7406的百位是4。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-199,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,7,,7,pass,pass,high,none,pass,false,Stage A: 数8753的百位是7。 | Stage B: 独立答案与题库答案一致
pep-primary-p2-l-sa-200,P2,pep-primary-p2-lower-place-value-measurement-data,short-answer,4,,4,pass,pass,high,none,pass,false,Stage A: 编号5444的百位是4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-001,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,7/8,,7/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色7份，涂色部分占7/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-002,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，涂色部分占3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-003,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,4/7,,4/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色4份，涂色部分占4/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-004,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,5/8,,5/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色5份，涂色部分占5/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-005,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/4,,3/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色3份，涂色部分占3/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-006,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/5,,3/5,pass,pass,high,none,pass,false,Stage A: 平均分成5份，涂色3份，涂色部分占3/5。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-007,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，涂色部分占3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-008,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/7,,3/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色3份，涂色部分占3/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-009,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/8,,3/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色3份，涂色部分占3/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-010,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/4,,2/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色2份，涂色部分占2/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-011,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,4/5,,4/5,pass,pass,high,none,pass,false,Stage A: 平均分成5份，涂色4份，涂色部分占4/5。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-012,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，涂色部分占3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-013,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/7,,2/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色2份，涂色部分占2/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-014,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,1/8,,1/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色1份，涂色部分占1/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-015,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,1/4,,1/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色1份，涂色部分占1/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-016,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,1/5,,1/5,pass,pass,high,none,pass,false,Stage A: 平均分成5份，涂色1份，涂色部分占1/5。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-017,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，涂色部分占3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-018,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,1/7,,1/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色1份，涂色部分占1/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-019,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,6/8,,6/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色6份，涂色部分占6/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-020,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/4,,3/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色3份，涂色部分占3/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-021,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/5,,2/5,pass,pass,high,none,pass,false,Stage A: 平均分成5份，涂色2份，分数为2/5。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-022,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，分数为3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-023,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,6/7,,6/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色6份，分数为6/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-024,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,4/8,,4/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色4份，分数为4/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-025,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/4,,2/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色2份，分数为2/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-026,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/4,,2/4,pass,pass,high,none,pass,false,Stage A: 平均分为4份，标记2份，分数为2/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-027,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，分数为3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-028,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,5/7,,5/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色5份，分数为5/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-029,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/8,,2/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色2份，分数为2/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-030,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,1/4,,1/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色1份，分数为1/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-031,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,4/5,,4/5,pass,pass,high,none,pass,false,Stage A: 平均分成5份，涂色4份，分数为4/5。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-032,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，分数为3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-033,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,4/7,,4/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色4份，分数为4/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-034,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,7/8,,7/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色7份，分数为7/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-035,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/4,,3/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色3份，分数为3/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-036,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,1/5,,1/5,pass,pass,high,none,pass,false,Stage A: 平均分成5份，涂色1份，分数为1/5。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-037,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 平均分成6份，涂色3份，分数为3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-038,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/7,,3/7,pass,pass,high,none,pass,false,Stage A: 平均分成7份，涂色3份，分数为3/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-039,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,5/8,,5/8,pass,pass,high,none,pass,false,Stage A: 平均分成8份，涂色5份，分数为5/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-040,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/4,,2/4,pass,pass,high,none,pass,false,Stage A: 平均分成4份，涂色2份，分数为2/4。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-041,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/5,,2/5,pass,pass,high,none,pass,false,Stage A: 整体平均分成5份，涂色2份，分数为2/5。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-042,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/6,,3/6,pass,pass,high,none,pass,false,Stage A: 整体平均分成6份，涂色3份，分数为3/6。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-043,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,2/7,,2/7,pass,pass,high,none,pass,false,Stage A: 整体平均分成7份，涂色2份，分数为2/7。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-044,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,3/8,,3/8,pass,pass,high,none,pass,false,Stage A: 整体平均分成8份，涂色3份，分数为3/8。 | Stage B: 独立答案与题库答案一致
pep-primary-p3-u-mc-045,P3,pep-primary-p3-upper-operations-fractions,multiple-choice,1/4,,1/4,pass,pass,high,none,pass,false,Stage A: 整体平均分成4份，涂色1份，分数为1/4。 | Stage B: 独立答案与题库答案一致
