questionId,grade,family,needLevel,illustrationKind,priority,promptZhHans,imageBriefZhHans
pep-primary-p2-u-mc-071,P2,measurement-geometry,core,ruler,P1,第71小组：一根彩带长24厘米，另一根比它长16厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第71小组：一根彩带长24厘米，另一根比它长16厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-072,P2,measurement-geometry,core,ruler,P1,第72小组：一根彩带长28厘米，另一根比它长5厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第72小组：一根彩带长28厘米，另一根比它长5厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-073,P2,measurement-geometry,core,ruler,P1,第73小组：一根彩带长32厘米，另一根比它长6厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第73小组：一根彩带长32厘米，另一根比它长6厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-074,P2,measurement-geometry,core,ruler,P1,第74小组：一根彩带长36厘米，另一根比它长7厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第74小组：一根彩带长36厘米，另一根比它长7厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-075,P2,measurement-geometry,core,ruler,P1,第75小组：一根彩带长40厘米，另一根比它长8厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第75小组：一根彩带长40厘米，另一根比它长8厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-076,P2,measurement-geometry,core,ruler,P1,第76小组：一根彩带长44厘米，另一根比它长9厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第76小组：一根彩带长44厘米，另一根比它长9厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-077,P2,measurement-geometry,core,ruler,P1,第77小组：一根彩带长48厘米，另一根比它长10厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第77小组：一根彩带长48厘米，另一根比它长10厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-078,P2,measurement-geometry,core,ruler,P1,第78小组：一根彩带长52厘米，另一根比它长11厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第78小组：一根彩带长52厘米，另一根比它长11厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-079,P2,measurement-geometry,core,ruler,P1,第79小组：一根彩带长56厘米，另一根比它长12厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第79小组：一根彩带长56厘米，另一根比它长12厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-080,P2,measurement-geometry,core,ruler,P1,第80小组：一根彩带长60厘米，另一根比它长13厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第80小组：一根彩带长60厘米，另一根比它长13厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-081,P2,measurement-geometry,core,ruler,P1,第81小组：一根彩带长64厘米，另一根比它长14厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第81小组：一根彩带长64厘米，另一根比它长14厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-082,P2,measurement-geometry,core,ruler,P1,第82小组：一根彩带长68厘米，另一根比它长15厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第82小组：一根彩带长68厘米，另一根比它长15厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-083,P2,measurement-geometry,core,ruler,P1,第83小组：一根彩带长72厘米，另一根比它长16厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第83小组：一根彩带长72厘米，另一根比它长16厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-084,P2,measurement-geometry,core,ruler,P1,第84小组：一根彩带长76厘米，另一根比它长5厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第84小组：一根彩带长76厘米，另一根比它长5厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-085,P2,measurement-geometry,core,ruler,P1,第85小组：一根彩带长80厘米，另一根比它长6厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第85小组：一根彩带长80厘米，另一根比它长6厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-086,P2,measurement-geometry,core,ruler,P1,第86小组：一根彩带长84厘米，另一根比它长7厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第86小组：一根彩带长84厘米，另一根比它长7厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-087,P2,measurement-geometry,core,ruler,P1,第87小组：一根彩带长88厘米，另一根比它长8厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第87小组：一根彩带长88厘米，另一根比它长8厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-088,P2,measurement-geometry,core,ruler,P1,第88小组：一根彩带长22厘米，另一根比它长9厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第88小组：一根彩带长22厘米，另一根比它长9厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-u-mc-089,P2,measurement-geometry,core,ruler,P1,第89小组：一根彩带长26厘米，另一根比它长10厘米。另一根长多少厘米？,为人教版小学数学“长度、角与观察物体”题目生成一张尺子/角/观察物体题目插图。题干：第89小组：一根彩带长26厘米，另一根比它长10厘米。另一根长多少厘米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
